iter	Logloss
519	0.1909977722
520	0.1909759674
521	0.1907906952
522	0.1907418976
523	0.1906554413
524	0.1906447144
525	0.1904703979
526	0.190453186
527	0.19029953
528	0.190099823
529	0.1900908203
530	0.1899460449
531	0.1897528687
532	0.1897431335
533	0.18972995
534	0.1896660461
535	0.1894964905
536	0.1893330078
537	0.1890465546
538	0.1890266724
539	0.1890069885
540	0.1889471436
541	0.1888350067
542	0.1885922546
543	0.1885794678
544	0.1884523621
545	0.1882649689
546	0.1881600647
547	0.1880860901
548	0.1879962006
549	0.1878463135
550	0.1878201904
551	0.1877266083
552	0.187716507
553	0.1876082306
554	0.1875457001
555	0.1874620514
556	0.1872750244
557	0.1871192932
558	0.1870305481
559	0.1869421844
560	0.1869338074
561	0.1868478851
562	0.1867606049
563	0.1866987915
564	0.1865512848
565	0.1865207062
566	0.1864290771
567	0.1864159851
568	0.1861652832
569	0.1861064758
570	0.185989212
571	0.1858386688
572	0.1857228546
573	0.1856633148
574	0.1856476746
575	0.1854251709
576	0.1853651886
577	0.1853501129
578	0.1853282776
579	0.1852298279
580	0.1851465149
581	0.1850098572
582	0.1850022736
583	0.1849656372
584	0.1848544617
585	0.184805481
586	0.1847559814
587	0.1847365723
588	0.1845933685
589	0.1844913635
590	0.1843698578
591	0.1843620605
592	0.1841617889
593	0.184002655
594	0.1838690186
595	0.1837818909
596	0.183770813
597	0.1835953674
598	0.1834485321
599	0.183327301
600	0.1833134766
601	0.1831391602
602	0.1830475311
603	0.1829592285
604	0.1828819733
605	0.1828295135
606	0.1827164917
607	0.1826094818
608	0.1823834229
609	0.1823561401
610	0.1823486328
611	0.1822322083
612	0.1822011871
613	0.1821151123
614	0.1819404144
615	0.1817276306
616	0.1816509552
617	0.1815290527
618	0.181521698
619	0.1813821564
620	0.1813092194
621	0.1811882477
622	0.1810249786
623	0.1810181885
624	0.1807555237
625	0.1805658875
626	0.1804373474
627	0.1802877808
628	0.1802161407
629	0.1801687775
630	0.1801485748
631	0.1800955811
632	0.1800721893
633	0.1798843079
634	0.1797491455
635	0.179581665
636	0.1795160522
637	0.179415863
638	0.1794085999
639	0.1793448181
640	0.1792998352
641	0.1791729126
642	0.1791390076
643	0.1790098267
644	0.1788980103
645	0.178839447
646	0.1786390991
647	0.1784700623
648	0.1783381653
649	0.1783265228
650	0.1781976776
651	0.1781099243
652	0.1780431824
653	0.1780268707
654	0.1779640808
655	0.1779436493
656	0.1778634796
657	0.1778566437
658	0.1776613007
659	0.1774576569
660	0.1773616638
661	0.1773209686
662	0.1772864075
663	0.1772795105
664	0.1771661072
665	0.1768800964
666	0.176750946
667	0.1766968384
668	0.1765787048
669	0.1764994507
670	0.1764623108
671	0.1763591003
672	0.1762271423
673	0.1761586914
674	0.1760724945
675	0.1758730011
676	0.1757956238
677	0.1757837372
678	0.1755963898
679	0.1754444427
680	0.1753781738
681	0.175276413
682	0.1750715027
683	0.1750584869
684	0.1749131775
685	0.1747089844
686	0.1746484833
687	0.1745289764
688	0.1744463959
689	0.1744181976
690	0.1743916016
691	0.1742476196
692	0.1741991119
693	0.1741155243
694	0.1741096191
695	0.1739546204
696	0.1739395752
697	0.1738669891
698	0.1738420258
699	0.173836319
700	0.173742157
701	0.1735900574
702	0.1734468079
703	0.173299469
704	0.1731846924
705	0.1730556335
706	0.1729987793
707	0.1729307098
708	0.1728235779
709	0.1727692566
710	0.1727167969
711	0.1725731201
712	0.17240448
713	0.1723425598
714	0.1721690674
715	0.1721360626
716	0.1719857941
717	0.1719290771
718	0.1718183136
719	0.1716406403
720	0.1714848328
721	0.1713423462
722	0.1711947327
723	0.1711278381
724	0.1710601807
725	0.1709467163
726	0.1708203735
727	0.1707856445
728	0.1707680511
729	0.1707260284
730	0.1707161255
731	0.1706220398
732	0.1705631409
733	0.1704509277
734	0.1703778839
735	0.1701494751
736	0.1701130066
737	0.1698021393
738	0.1697020569
739	0.1696819763
740	0.1696682739
741	0.1696582947
742	0.1695144501
743	0.1694235077
744	0.1692728271
745	0.1692295685
746	0.1691473694
747	0.1690299072
748	0.1688671722
749	0.1688029785
750	0.1687873535
751	0.1686772461
752	0.1686149597
753	0.1686051178
754	0.1685942078
755	0.168585022
756	0.1685715637
757	0.1684102173
758	0.1683422852
759	0.1682752838
760	0.1681703033
761	0.1681396332
762	0.168077713
763	0.1680369568
764	0.1679797211
765	0.1678903809
766	0.1678477936
767	0.1678267822
768	0.1677305908
769	0.1676808777
770	0.1676245422
771	0.1676187439
772	0.1675431824
773	0.1674569397
774	0.1674513245
775	0.1674239044
776	0.1672924194
777	0.1671666565
778	0.1670646667
779	0.166942627
780	0.166918335
781	0.1668079376
782	0.1666528625
783	0.1664492187
784	0.1664334106
785	0.1663158417
786	0.1662639008
787	0.1661652985
788	0.1661072845
789	0.1660454712
790	0.1658858032
791	0.1657544098
792	0.1657001038
793	0.1655572357
794	0.1654625244
795	0.1654179535
796	0.1653417206
797	0.1652725525
798	0.1652663574
799	0.1650660858
800	0.1649984741
801	0.1649629822
802	0.164773056
803	0.1647341156
804	0.1647181702
805	0.1646603088
806	0.1646545105
807	0.1646248322
808	0.1645823059
809	0.1644432983
810	0.1643366394
811	0.1641351624
812	0.1641089783
813	0.1640880737
814	0.1639972229
815	0.1639918518
816	0.1638743744
817	0.1637766724
818	0.1637712097
819	0.1637249756
820	0.1636677856
821	0.1635574646
822	0.1634004211
823	0.1632362823
824	0.1630846252
825	0.163047821
826	0.163007309
827	0.1629781494
828	0.1629161072
829	0.1629049072
830	0.1628601227
831	0.162769043
832	0.1626777344
833	0.1626729736
834	0.1625570068
835	0.1623681335
836	0.162275238
837	0.1621952515
838	0.1621897583
839	0.1620685425
840	0.1619964294
841	0.1619507751
842	0.1618775787
843	0.1617398376
844	0.1616925354
845	0.1616052856
846	0.1614128723
847	0.1613658447
848	0.1612905426
849	0.1612666168
850	0.1612107086
851	0.1611140442
852	0.1610873108
853	0.1610068512
854	0.1608867187
855	0.1608150635
856	0.1606881409
857	0.1606175385
858	0.1605088654
859	0.1603695068
860	0.160346756
861	0.1602274933
862	0.1601486816
863	0.1601002197
864	0.1599809723
865	0.1599762573
866	0.1599005432
867	0.1598368073
868	0.1598255463
869	0.1597696533
870	0.1597591858
871	0.1597252502
872	0.1596287842
873	0.1595753937
874	0.1594331665
875	0.1593800659
876	0.1593204041
877	0.1592055511
878	0.1592000122
879	0.159184906
880	0.1591334686
881	0.1590378418
882	0.1589423218
883	0.1588723602
884	0.1588681641
885	0.1587791595
886	0.1586941528
887	0.158539566
888	0.1584023438
889	0.1583655701
890	0.1583315735
891	0.1583199615
892	0.15814505
893	0.1581406097
894	0.1580843201
895	0.157946228
896	0.1578618011
897	0.1578237152
898	0.1577943726
899	0.1576909943
900	0.1574182129
901	0.1572317505
902	0.15716185
903	0.157130127
904	0.1570864105
905	0.1570136719
906	0.1569951172
907	0.1569231873
908	0.1568784943
909	0.1568741455
910	0.1568443604
911	0.1567041168
912	0.1565994568
913	0.1565452271
914	0.1564476929
915	0.1563149109
916	0.1562384033
917	0.1561678162
918	0.1561604919
919	0.1561247864
920	0.1560049591
921	0.1559013519
922	0.1557061005
923	0.1555861511
924	0.1555787048
925	0.1554597015
926	0.1554253235
927	0.1553527222
928	0.1552406006
929	0.155200943
930	0.1551546326
931	0.1550444336
932	0.1549484863
933	0.1547767334
934	0.1547180786
935	0.1545913696
936	0.1545132904
937	0.1544161987
938	0.1543885498
939	0.1543022766
940	0.1541833191
941	0.1541378937
942	0.1540344543
943	0.1539725342
944	0.153870636
945	0.1538412323
946	0.1538107605
947	0.1536610413
948	0.1535626373
949	0.1535165405
950	0.1534689178
951	0.153373642
952	0.1532887268
953	0.153191803
954	0.153148468
955	0.1530724487
956	0.1530084381
957	0.1529293671
958	0.1528667603
959	0.1527409058
960	0.1527156372
961	0.1526332397
962	0.1525861664
963	0.1524551697
964	0.1523927155
965	0.1523807983
966	0.1522951965
967	0.1522620392
968	0.1521933594
969	0.1521895447
970	0.1521787415
971	0.1521471252
972	0.1520889893
973	0.1520340881
974	0.1519349365
975	0.1518900299
976	0.1517709198
977	0.1517670593
978	0.1517223816
979	0.1516174011
980	0.1514925537
981	0.1513764343
982	0.1513430786
983	0.151316864
984	0.1511757355
985	0.1511025696
986	0.1509219055
987	0.1508197327
988	0.150776535
989	0.1506531982
990	0.1505505981
991	0.150512146
992	0.1504021301
993	0.1503151245
994	0.1502101135
995	0.1501067047
996	0.1500988159
997	0.1499342346
998	0.1498557281
999	0.1496682739
